,Olfr,PC1 (1.41%),PC2 (1.11%),rtp_ko,new_cluster,zone,identity,stress_score,DL_OR,Class
735,Olfr490,4.083860234500448,2.9877223131469246,,5.0,1,High Stress,2.8312424269076057,Or5p66,5
736,Olfr491,8.595456704567473,-5.239210697934282,uOR,5.0,3,High Stress,0.5686131857859682,Or5p1,5
737,Olfr492,4.567813405459607,4.2336082447338965,,5.0,,High Stress,5.318634857464701,Or5p67,5
738,Olfr493,7.301229715299882,3.185092385899269,,5.0,,High Stress,1.849970321592092,Or5p68,5
739,Olfr494,4.192345606178154,1.88790732648636,,5.0,1.5,High Stress,2.8846205807654304,Or5p69,5
740,Olfr495,3.897928739304253,5.268869185060443,,5.0,2,High Stress,3.8944638743714863,Or5p70,5
741,Olfr497,7.324489709828162,4.191678808958533,uOR,5.0,,High Stress,1.6512252896639033,Or5p72,5
742,Olfr498,5.671219761905005,1.3731646825611032,,5.0,2.5,High Stress,3.778343508266476,Or5p73,5
743,Olfr5,1.2728554305380817,-3.922945618693492,,3.0,4,Low Stress,-4.025143869085004,Or6z7,6
744,Olfr50,-6.481791046824947,5.958880409645801,uOR,6.0,1,High Stress,5.684777301476517,Or1j21,1
745,Olfr502,3.556141032829252,8.518807592628116,uOR,5.0,2,High Stress,2.058692894778844,Or5p76,5
746,Olfr503,2.364536901572474,-1.9902755024699168,,1.0,,High Stress,1.090337979371417,Or52n4b,52
747,Olfr504,-4.301784284846742,-0.3292733902687047,,1.0,,,,Or56b1b,56
748,Olfr506,5.782573641179608,8.685873126108874,uOR,5.0,1,High Stress,2.0489099604864185,Or5p78,5
749,Olfr507,1.4530040304984722,5.254040120098253,,5.0,,High Stress,2.4944205948818863,Or5p79,5
750,Olfr508,4.884003313713249,-3.9025688666907183,uOR,5.0,1,High Stress,1.0652530086490113,Or5p80,5
751,Olfr509,7.354094697604731,5.229258074880037,,3.0,1.5,Low Stress,-0.2103466689941505,Or10ab5,10
752,Olfr51,-0.7500887860528727,2.6252849408061043,uOR,6.0,1,High Stress,0.0060331904741105,Or1ad8,1
753,Olfr510,6.476038811839036,-3.797446219210748,uOR,5.0,1,High Stress,0.975476644460751,Or5p81,5
754,Olfr512,-6.92748563101665,-3.095856299063866,,3.0,2,High Stress,3.283307090205806,Or10a3m,10
755,Olfr513,-10.57621677734784,0.2140588801705298,,5.0,4.5,High Stress,3.424377343008135,Or5e1,5
756,Olfr514,-8.859910984929368,-1.2220531228062437,,3.0,,High Stress,0.4659485377852829,Or10a48,10
757,Olfr516,-5.104529357516174,-2.78340096600157,uOR,3.0,1,High Stress,0.2639336191640966,Or10a3b,10
758,Olfr517,12.058091189431517,-1.587318923914001,uOR,3.0,1,Low Stress,-2.3448776397400097,Or10a49,10
759,Olfr518,-4.720330481777506,-1.1278688933743126,uOR,3.0,1,High Stress,0.139578202886302,Or10a3,10
760,Olfr519,-7.985022121077731,-3.230262541888272,oOR,3.0,1,High Stress,0.3176986971007854,Or10a3n,10
761,Olfr52,13.036750285507638,-0.7757751432860741,uOR,5.0,1,High Stress,1.016368849006853,Or8u8,8
762,Olfr520,2.2305565254341864,-1.78057875295649,,3.0,1,Low Stress,-0.299151280905426,Or2at4,2
763,Olfr521,2.528036160997032,-2.245110068116553,uOR,3.0,1,High Stress,1.0872480742621664,Or2at1,2
764,Olfr522,0.664418736060353,-4.964662492720805,uOR,3.0,1.5,Low Stress,-0.448552044692579,Or6ae1,6
765,Olfr523,0.411426090003137,-7.833682468460471,uOR,3.0,2,Low Stress,-1.3185234283790506,Or6f2,6
766,Olfr524,-4.098156691096698,-3.7200046984218,uOR,3.0,4,Low Stress,-2.989246395930241,Or6b13,6
767,Olfr525,10.8733691273776,-7.234515796817383,uOR,3.0,2,Low Stress,-0.406541714070347,Or13a19,13
768,Olfr527,-1.17151043410521,3.803510843542817,oOR,3.0,3,High Stress,0.2541252582734822,Or12j2,12
769,Olfr53,8.121929086640689,3.30987681565229,oOR,3.0,3,High Stress,1.7568807908966455,Or13a20,13
770,Olfr530,1.767000516024665,5.520901471080168,uOR,3.0,2,High Stress,0.7288808119346109,Or12j3,12
771,Olfr531,-1.677933948498562,4.581133476561572,uOR,3.0,3,High Stress,1.104939595886654,Or2j6,2
772,Olfr532,-9.927073477158965,0.0981629930713801,uOR,3.0,3.5,High Stress,1.015254066764433,Or13a21,13
773,Olfr533,-10.704905931972478,-1.0003884501931546,uOR,3.0,3.5,High Stress,0.0195926630970525,Or12j4,12
774,Olfr535,1.3630032094509708,-0.8919912537072952,uOR,3.0,3.5,Low Stress,-1.2588754402158653,Or13a22,13
775,Olfr536,-7.233143531734639,3.136730955548796,uOR,,,,,Or12j5,12
776,Olfr538,5.020575326545496,6.29775205762414,uOR,3.0,2.5,Low Stress,-0.688049539336282,Or13a24,13
777,Olfr539,-9.885766101421458,0.7037851017514791,,3.0,3,Low Stress,-0.295148551176278,Or13a25,13
778,Olfr54,-2.7229190541881274,1.3800463491406607,uOR,6.0,1,High Stress,0.8142653853799051,Or1x2,1
779,Olfr541,5.855036083074353,-0.0249200615952477,uOR,3.0,2.5,High Stress,0.8934123263209577,Or13a26,13
780,Olfr543,0.6928702979603603,2.725667698476082,oOR,1.0,fishOR,Low Stress,-2.3448639197895007,Or55b3,None
781,Olfr544,-1.159812640405928,0.6634495354217989,oOR,1.0,fishOR,Low Stress,-2.474872862497488,Or55b4,None
782,Olfr545,1.6483353402715069,-0.5174635659142202,oOR,1.0,fishOR,Low Stress,-2.227407737660991,Or55b10,None
783,Olfr547,1.4139353405822157,4.946820413070793,,1.0,fishOR,Low Stress,-5.334023416265026,Or52b4,52
784,Olfr548-ps1,1.4139353405822157,4.946820413070793,,1.0,,Low Stress,-2.317528844565397,,
785,Olfr549,-0.9669117424631636,6.208736138733267,,1.0,fishOR,Low Stress,-2.778029705692333,Or52b3,52
786,Olfr55,-0.7956386692006406,0.061575140121748,uOR,,,,,Or10h1b,10
787,Olfr550,-0.8595325529145373,0.965641431561438,oOR,1.0,fishOR,Low Stress,-1.993442500302536,Or51r1,51
788,Olfr551,4.799101394800294,-9.082665320264711,,1.0,fishOR,Low Stress,-3.1695910209034834,Or52p2,52
789,Olfr552,0.3007857906794622,6.37351479689161,,1.0,fishOR,Low Stress,-0.413622200885672,Or52k2,52
790,Olfr553,-2.8730390634212344,0.578127971262666,uOR,1.0,fishOR,Low Stress,-3.1850447180495647,Or52m2,52
791,Olfr554,8.008339965831915,1.886379241387283,,1.0,fishOR,Low Stress,-6.450065957218353,Or52m1,52
792,Olfr555,-2.425557297649654,4.67184463229122,,1.0,fishOR,High Stress,0.1840020307647048,Or51h1,51
793,Olfr556,-4.489454043469833,-1.51949736579063,uOR,1.0,fishOR,Low Stress,-0.681608254766051,Or52i2,52
794,Olfr557,-4.231530734663452,-6.086569741226991,oOR,1.0,fishOR,Low Stress,-2.004569282267268,Or51d1,51
795,Olfr558,-0.5022536532893946,0.6822293854489246,oOR,1.0,fishOR,Low Stress,-2.7672436762212484,Or51e1,51
796,Olfr559,3.062946606659544,7.781200483888711,,1.0,fishOR,Low Stress,-2.034721449852511,Or51a25,51
797,Olfr56,-4.8400937517942,-2.696084868459895,oOR,3.0,2.5,Low Stress,-3.3269466908623104,Or2v1,2
798,Olfr560,4.543786690903049,4.611404265683781,,1.0,,Low Stress,-0.3662624045260475,Or51f23b,51
799,Olfr561,-6.990333926918055,1.914717680975388,,1.0,fishOR,Low Stress,-0.6421098385834072,Or51f5,51
800,Olfr564,2.020769878137081,3.087519758111564,,1.0,,High Stress,4.339076071739241,Or51f23,51
801,Olfr566,5.928483547981284,4.384426737106913,uOR,1.0,fishOR,High Stress,2.525363998926755,Or51f1,51
802,Olfr568,-1.4574174210402655,3.298506220214061,,1.0,,Low Stress,-0.2519699666831991,Or51f2,51
803,Olfr569,2.211116181143562,-6.476102294198831,uOR,1.0,fishOR,Low Stress,-4.259453623321913,Or52r1,52
804,Olfr57,-7.017918370857975,-0.5960638781021187,oOR,6.0,1,High Stress,1.877977635978245,Or7a41,7
805,Olfr570,-0.318779415871742,-0.6206345927446016,uOR,1.0,fishOR,High Stress,1.390705364537338,Or51a8,51
806,Olfr571,-2.475526608995484,2.1343956605505863,oOR,1.0,fishOR,Low Stress,-2.082524241718562,Or51s1,51
807,Olfr572,1.829337207968775,-4.56185862334064,,1.0,fishOR,Low Stress,-3.1640809206071325,Or51h5,51
808,Olfr573-ps1,-1.166967279577748,0.8666645645971903,,1.0,,Low Stress,-0.449899412175091,,
809,Olfr574,-8.40789268227021,1.0473348230030417,,1.0,,Low Stress,-2.598791195812764,Or51t4,51
810,Olfr575,-0.318779415871742,-0.6206345927446016,,1.0,fishOR,Low Stress,-0.6944280109796422,Or51a6,51
811,Olfr576,4.628508393109522,5.586138202820419,,1.0,fishOR,Low Stress,-1.2505668182598957,Or51a7,51
812,Olfr577,-3.554969482552094,1.8378268140088805,oOR,1.0,fishOR,Low Stress,-2.6154170267124406,Or51g2,51
813,Olfr578,-0.4023515044028244,8.12613082811303,oOR,1.0,fishOR,Low Stress,-0.8084880691255749,Or51g1,51
814,Olfr58,-5.477112784203976,-1.7613909751523005,,6.0,2,High Stress,3.1927518180905365,Or7e165,7
815,Olfr582,3.090463976367905,-9.568690783013938,uOR,1.0,fishOR,Low Stress,-1.4753815604438514,Or52r1b,52
816,Olfr583,5.928483547981284,4.384426737106913,,1.0,fishOR,High Stress,1.7717072114606138,Or51f1d,51
817,Olfr584,3.090463976367905,-9.568690783013938,uOR,1.0,fishOR,Low Stress,-0.9373110027551804,Or52r1c,52
818,Olfr585,3.3938642835051835,2.9619051371872502,,1.0,fishOR,High Stress,1.0565102848851913,Or51f1e,51
819,Olfr586,-0.8956547176617319,2.391138498462505,uOR,1.0,fishOR,Low Stress,-1.388009495938534,Or51a5,51
820,Olfr588-ps1,0.6497997600501583,3.91507351594729,,1.0,,Low Stress,-1.1762645934907183,,
821,Olfr589,-1.0354803583023584,4.742484924972079,,1.0,fishOR,Low Stress,-1.231959734495057,Or52e2,52
822,Olfr59,2.513205001487566,10.806672954283904,uOR,6.0,3,Low Stress,-2.25521414014494,Or1p1,1
823,Olfr591,-0.3020783725861437,-0.2118096450737873,,1.0,fishOR,Low Stress,-2.154689661053385,Or52s1b,52
824,Olfr592,2.6224789668313124,1.7256529016638618,uOR,1.0,fishOR,Low Stress,-0.057167631784842,Or52j3,52
825,Olfr593,-0.6273493850537243,-0.2750063609257894,,1.0,fishOR,Low Stress,-2.041087606075961,Or52s1,52
826,Olfr594,6.968107006418937,8.177210680073546,uOR,1.0,fishOR,Low Stress,-2.225343239124067,Or52e3,52
827,Olfr596,0.2726353008286516,-0.4133231740700165,uOR,1.0,fishOR,Low Stress,-1.606662389705087,Or52e19,52
828,Olfr597,4.242143870305132,-7.41196733290287,uOR,1.0,fishOR,Low Stress,-3.847137086593633,Or52ab2,52
829,Olfr598,2.478084572870228,-7.297763756374884,uOR,1.0,fishOR,Low Stress,-1.7834119534820516,Or52ab7,52
830,Olfr599,7.483005954535097,0.8551076680572065,uOR,1.0,fishOR,Low Stress,-2.9772425592403104,Or52ab4,52
831,Olfr6,-4.861335683048296,-3.1241379884792484,uOR,3.0,4,Low Stress,-2.7354332603596574,Or6b9,6
832,Olfr60,6.154941866098781,-2.667759438001901,uOR,3.0,3.5,Low Stress,-1.7810222574890435,Or13a27,13
833,Olfr600,-2.1639302948802737,0.115469231647491,oOR,1.0,fishOR,Low Stress,-0.0687649503844012,Or52ad1,52
834,Olfr601,-0.4529445804848406,-0.5923025849234833,uOR,1.0,fishOR,Low Stress,-0.8368830448608869,Or52s19,52
835,Olfr603,0.2726353008286516,-0.4133231740700165,,1.0,fishOR,Low Stress,-1.9440619415186464,Or52e19b,52
836,Olfr605,7.762938393854941,2.528272006944777,uOR,1.0,fishOR,Low Stress,-1.057599127761588,Or52s6,52
837,Olfr606,-3.839749666953636,0.4073420024780281,uOR,1.0,fishOR,Low Stress,-0.96339463960733,Or51l14,51
838,Olfr607,0.928562470482174,-1.10400698908968,,1.0,,Low Stress,-0.4807238096062498,Or52d13,52
839,Olfr608,-6.006433879776012,4.279558773318118,uOR,1.0,fishOR,High Stress,0.1779812782310289,Or52ae7,52
840,Olfr609,6.39649208151844,1.7142327592078188,oOR,1.0,fishOR,Low Stress,-3.378448015461749,Or51af1,51
841,Olfr61,-2.0681965834794944,4.02430278447684,uOR,3.0,3.5,Low Stress,-0.1406227993742895,Or13a28,13
842,Olfr610,0.5159985797408995,3.970923823672206,uOR,1.0,fishOR,Low Stress,-2.253974254189799,Or51ag1,51
843,Olfr611,5.854281568505099,6.170361848909623,oOR,1.0,fishOR,Low Stress,-1.300439658178376,Or51aa5,51
844,Olfr612,-0.812319930406375,0.6496757902423638,oOR,1.0,fishOR,Low Stress,-1.538220935974951,Or51aa2,51
845,Olfr613,-0.1611693197636168,8.60171528225209,oOR,1.0,,Low Stress,-1.2899358346699858,Or51ab3,51
846,Olfr615,0.0724532338365383,2.656151047895686,,1.0,fishOR,Low Stress,-2.65230281443842,Or51ah3,51
847,Olfr616,-1.2121608571223783,2.210038144446905,oOR,1.0,fishOR,Low Stress,-2.241396918350552,Or51ac3,51
848,Olfr617,5.208986301828114,6.465116774990912,oOR,1.0,fishOR,Low Stress,-3.5888117645622573,Or52z12,52
849,Olfr618,3.376948736998488,9.593706152451272,uOR,1.0,fishOR,Low Stress,-5.261625753998643,Or52z13,52
850,Olfr619,3.6424868396387087,9.687391676545204,,1.0,fishOR,Low Stress,-2.501229905536117,Or52z14,52
851,Olfr62,-8.340093360410528,-3.4494244377552143,uOR,3.0,1,High Stress,1.3381214138068336,Or13p10,13
852,Olfr620,0.8207764812974595,-1.1268288200604697,oOR,1.0,fishOR,Low Stress,-1.2630769487363227,Or51v14,51
853,Olfr622,0.449110350231151,4.36988922503558,uOR,1.0,fishOR,Low Stress,-0.7465719438292566,Or52a33,52
854,Olfr623,-1.73314527238472,6.678890151145163,uOR,1.0,fishOR,Low Stress,-0.3013446836036598,Or51b6b,51
855,Olfr624,-0.8692586921594745,-1.5511220432197794,,1.0,fishOR,Low Stress,-0.0850013842145269,Or51v8,51
856,Olfr625-ps1,3.622276787670173,7.775891605927583,,1.0,,,,,
857,Olfr628,-9.357626475069374,-0.0071720498172979,,1.0,fishOR,Low Stress,-0.3527627928417863,Or52a24,52
858,Olfr629,-1.9471961815094008,6.813506745048781,uOR,1.0,fishOR,Low Stress,-1.650311154747587,Or52ae9,52
859,Olfr63,1.1478806323759934,0.6240645134112028,,3.0,2.5,Low Stress,-0.1577266643747947,Or10h28,10
860,Olfr630,-2.9139843975152946,0.0385543025618109,uOR,1.0,fishOR,Low Stress,-3.5594519860206835,Or51l4,51
861,Olfr631,0.8597803710551092,6.959230612382846,,1.0,,Low Stress,-1.31791652854785,Or51m1,51
862,Olfr632,-2.523765872774417,-3.441970836715327,oOR,1.0,fishOR,High Stress,1.0756831814721817,Or51ai2,51
863,Olfr633,2.244467167046932,7.777712947921953,uOR,1.0,fishOR,Low Stress,-0.6149533727031965,Or51k2,51
864,Olfr634-ps1,2.25334337992697,-0.5525454317913266,,,,,,,
865,Olfr635,5.804179522085687,7.551723899166866,uOR,1.0,fishOR,Low Stress,-0.1487811087618679,Or51q1,51
866,Olfr638,6.24530733657864,6.415892542984586,,1.0,fishOR,Low Stress,-2.517790738461348,Or51q1c,51
867,Olfr639,-0.0559879096117349,2.4659217607828894,,1.0,fishOR,Low Stress,-0.1019048973544979,Or51k1,51
868,Olfr64,1.0340744150178185,0.3620324720505617,oOR,1.0,fishOR,Low Stress,-3.1066114538899816,Or51b17,51
869,Olfr640,0.8644852533246351,7.870840289351706,uOR,1.0,fishOR,Low Stress,-2.140195284902079,Or51i1,51
870,Olfr641,7.662395631450812,2.8299610560455126,,1.0,fishOR,Low Stress,-0.5997715914046328,Or51i2,51
871,Olfr642,4.720512361866622,-2.0332146444303234,oOR,1.0,fishOR,Low Stress,-0.6185191693852669,Or51a10,51
872,Olfr643,-3.7190865393698247,2.9982871016243173,,,,,,4930516k23rik,None
873,Olfr644,2.501599555580512,3.4205840111448502,oOR,1.0,fishOR,Low Stress,-2.2188217555439227,Or51a43,51
874,Olfr645,3.379397227699343,0.9349496801985548,,1.0,fishOR,High Stress,0.1414612298215957,Or51a24,51
875,Olfr646,8.117359188584082,4.160304965195797,uOR,1.0,fishOR,Low Stress,-0.6192706557457057,Or52d1,52
876,Olfr648,3.237278122634944,-3.8114772750554,,1.0,fishOR,High Stress,0.7127436462494428,Or52h1,52
877,Olfr649,5.0879030647499865,5.272121835637689,,1.0,fishOR,Low Stress,-2.6319746954625174,Or52h2,52
878,Olfr65,1.053572498541546,0.8291337829973371,oOR,1.0,fishOR,Low Stress,-4.285921401410531,Or51b6,51
879,Olfr651,3.268939101791397,-7.49897515324389,oOR,1.0,fishOR,Low Stress,-0.8831523198053708,Or52h9,52
880,Olfr652,-3.089654922906388,1.8535606682618189,uOR,1.0,fishOR,Low Stress,-0.5999598165447373,Or52h7,52
881,Olfr653,4.222677491535912,8.449808455728267,oOR,1.0,fishOR,Low Stress,-3.391199784466324,Or52d3,52
882,Olfr654,0.3614311632548824,-2.049251190413228,,1.0,fishOR,Low Stress,-2.225619746275585,Or52u1,52
883,Olfr655,-4.1050443270891535,2.3903996418269307,uOR,1.0,fishOR,Low Stress,-0.6644851061134147,Or52ac1,52
884,Olfr656,-0.9092269637635324,7.144629988096668,,1.0,fishOR,Low Stress,-1.3905692037725352,Or52p1,52
885,Olfr657,5.65107848910051,2.0911786761404905,uOR,1.0,fishOR,High Stress,0.3063052896980814,Or56b1,56
886,Olfr658,7.177353888098579,-0.492844659763602,uOR,1.0,fishOR,Low Stress,-0.6657588683611043,Or52n4,52
887,Olfr659,-3.6942045248899817,2.321156613471067,uOR,1.0,fishOR,Low Stress,-1.7115541823846034,Or52n20,52
888,Olfr66,1.7663539162843636,7.08979709041153,uOR,1.0,fishOR,Low Stress,-0.601183931936609,Or51b4,51
889,Olfr661,3.662771311602913,-3.788668682026589,,1.0,fishOR,Low Stress,-1.1498917988252413,Or56b2,56
890,Olfr663,-1.3982688542042685,5.815490254510847,,,,,,Or56b2j,56
891,Olfr664,-1.5688093301477226,2.724743717922955,,1.0,,Low Stress,-1.743049188151257,,
892,Olfr665,-2.983773039742104,-3.11006636059443,uOR,1.0,fishOR,Low Stress,-1.217976983156474,Or52n3,52
893,Olfr666,-5.854060494452352,-0.4162446147116581,oOR,1.0,fishOR,Low Stress,-2.693200719154244,Or52n2,52
894,Olfr667,-1.109172719898605,-3.1166387298145284,,1.0,fishOR,Low Stress,-1.1246986557611698,Or52n2b,52
895,Olfr668,-1.109172719898605,-3.1166387298145284,uOR,1.0,fishOR,Low Stress,-1.2332726737316284,Or52n2c,52
896,Olfr669,-4.114239382443907,-5.710047944532538,,1.0,fishOR,Low Stress,-1.790289745399486,Or52n5,52
897,Olfr67,3.975216919411584,8.103847649943251,uOR,1.0,fishOR,Low Stress,-2.94587538718216,Or52z1,52
898,Olfr670,-4.789152386686356,0.7608040418206566,uOR,1.0,fishOR,Low Stress,-3.359568538642584,Or52e18,52
899,Olfr671,0.3354741387145048,8.33119881034275,uOR,1.0,fishOR,High Stress,0.4635198066730128,Or52e8,52
900,Olfr672,-7.25918898332254,-2.9539750013223203,oOR,1.0,fishOR,Low Stress,-1.5052156648551376,Or52e15,52
901,Olfr675,-0.5165714320046586,5.178051460731731,uOR,1.0,fishOR,High Stress,1.8301849890247603,Or52e8b,52
902,Olfr676,-3.994704849676869,4.2557585604352255,uOR,1.0,fishOR,Low Stress,-0.1411471213425925,Or52e7,52
903,Olfr677,-2.558460796130213,0.6204433090776308,uOR,1.0,fishOR,Low Stress,-0.6121366195514154,Or52e4,52
904,Olfr678,3.289878561872901,2.0254928588754844,oOR,1.0,fishOR,Low Stress,-1.359278434278222,Or52e5,52
905,Olfr679,-5.677704246936289,4.849664787109469,oOR,1.0,fishOR,Low Stress,-1.128825757727388,Or56a3,56
906,Olfr68,2.52315397702974,-4.011836496753606,uOR,1.0,fishOR,High Stress,1.29696213679961,Or52a5,52
907,Olfr680-ps1,-2.9058812153207745,-0.5284329646513732,,1.0,,Low Stress,-1.5841854819589378,,
908,Olfr681,-4.806401262592734,4.23088508678048,uOR,1.0,fishOR,Low Stress,-1.2948134560888132,Or56a3b,56
909,Olfr682-ps1,0.0245719676061274,-2.4068684723254674,,,,,,,
910,Olfr683,-0.0962993909462623,-0.9133490723599488,uOR,1.0,fishOR,High Stress,0.4372470074187912,Or56a5,56
911,Olfr684,2.473187235564186,6.168703170201701,uOR,1.0,fishOR,High Stress,0.1702272427893799,Or56a4,56
912,Olfr685,-4.67078315378533,-2.4925380459134483,,1.0,fishOR,Low Stress,-3.355796380485104,Or52l1,52
913,Olfr686,-0.3280566467166873,-6.93255791298697,uOR,1.0,fishOR,High Stress,1.608765284362796,Or52x1,52
914,Olfr688,7.512177950643018,0.5659502930506413,,1.0,,High Stress,1.149234633472421,Or56b34,56
915,Olfr689,1.9296288027290875,-7.427585558894763,uOR,1.0,fishOR,High Stress,0.1600246888625354,Or56b35,56
916,Olfr69,3.0278810837928902,-2.7325025511960552,uOR,1.0,fishOR,High Stress,0.7060477043885355,Or52a5b,52
917,Olfr690,8.07466552944355,1.241074799237313,oOR,1.0,fishOR,Low Stress,-0.0442785111000001,Or52b1,52
918,Olfr691,-5.502232407616882,3.0081431317780742,oOR,1.0,fishOR,Low Stress,-2.0416200481902766,Or52b2,52
919,Olfr692,0.7517804668425773,3.304011392132311,uOR,1.0,fishOR,Low Stress,-2.1874517587313336,Or52w1,52
920,Olfr693,-7.084704110360731,0.4624644366053542,uOR,3.0,2,High Stress,3.090198503852937,Or2ag12,2
921,Olfr694,-6.650140512666292,2.389642281980485,uOR,3.0,2,High Stress,2.272079937179486,Or2ag1b,2
922,Olfr695,5.052796197629131,8.559303829094357,uOR,3.0,3,High Stress,0.9977310478438898,Or2ag13,2
923,Olfr697,1.1044996372527105,4.793194804909136,,3.0,2.5,High Stress,3.12824517768338,Or2ag15,2
924,Olfr698,-3.0725919827888823,4.491830965771098,uOR,3.0,2,High Stress,2.0002660290445795,Or2ag16,2
925,Olfr699,-3.4109133958846045,3.509593269642927,uOR,3.0,2.5,High Stress,0.9574438873279372,Or2ag17,2
926,Olfr7,5.353322510714894,8.58722826609476,,,,,,,
927,Olfr70,2.8616001765639045,2.421099749757325,uOR,3.0,,High Stress,0.9549071514617106,Or13e8,13
928,Olfr700,-3.908741300256661,0.6826345813648822,,3.0,2,High Stress,3.356256466417863,Or2ag18,2
929,Olfr701,-5.028156721544652,5.397825421623037,,3.0,3,High Stress,1.823364068962086,Or2ag2b,2
930,Olfr702,-3.856145668660967,-8.300966481658023,,,,,,Or13n4,13
931,Olfr703,-3.383187043528153,3.835007034507138,uOR,3.0,2,High Stress,1.1243420029490054,Or2ag19,2
932,Olfr704,6.7557461680945705,9.308804605574414,uOR,3.0,3,High Stress,1.5422232484952636,Or2ag20,2
933,Olfr705,-3.908741300256661,0.6826345813648822,uOR,3.0,3,High Stress,1.6049308324200542,Or2ag1,2
934,Olfr706,-6.650140512666292,2.389642281980485,uOR,3.0,3,High Stress,2.626749767973598,Or2ag2,2
935,Olfr707,2.9510662901839484,-9.48652371419444,,3.0,2.5,Low Stress,-1.009923893968996,Or2d3,2
936,Olfr709-ps1,3.361211195745782,-8.529012931942573,,3.0,,Low Stress,-0.3180659884237183,,
937,Olfr71,5.647328479516808,4.505507083547009,,3.0,,Low Stress,-0.1831968825039601,Or13j1,13
938,Olfr710,-1.1628550537605409,-9.387610695028156,,3.0,2,Low Stress,-0.4334668194096319,Or2d4,2
939,Olfr711,9.025527317328056,-2.7063333722041243,oOR,3.0,4,Low Stress,-4.375347263453284,Or6b6,6
940,Olfr713,7.95655137106265,5.456149203688057,uOR,3.0,2.5,High Stress,0.015847624367413,Or10a5,10
941,Olfr714,11.507818033786547,-1.8194003646808583,uOR,3.0,2.5,Low Stress,-0.5446928061226436,Or10a2,10
942,Olfr715,0.5933791296051063,-8.454163645126732,oOR,3.0,2,Low Stress,-0.1190644328938693,Or2d2,2
943,Olfr715b,-2.941108477551762,0.0676785267153608,,3.0,,Low Stress,-0.0119199100157522,Olfr715b,None
944,Olfr716,-1.5973413899843505,-8.500127960346289,uOR,3.0,2,High Stress,0.6054633186514322,Or2d36,2
945,Olfr718-ps1,2.3523608066812005,-2.966159062032753,,3.0,,High Stress,0.3671640558181648,,
946,Olfr720,-8.968412453089044,-0.2887311900583605,uOR,3.0,5,Low Stress,-0.5745932488760455,Or2t6,2
947,Olfr722,2.361812888128644,-3.9575092270248415,uOR,2.0,3.5,Low Stress,-0.5867840145121933,Or4n5,4
948,Olfr723,-6.623170989294051,-0.767458948627935,oOR,2.0,3.5,Low Stress,-1.3752007999542628,Or4l1,4
949,Olfr724,4.070120096974537,-3.535434775718149,oOR,2.0,3,Low Stress,-1.7371179211774954,Or4l15,4
950,Olfr725,-6.315309176826073,-0.635040480298558,uOR,2.0,5,Low Stress,-0.8594992142965193,Or4k15b,4
951,Olfr726,-6.876253282676868,-1.4334170319584918,uOR,2.0,5,Low Stress,-1.0290857129827615,Or4k15c,4
952,Olfr727,-5.804848594493289,-1.573385866143087,oOR,2.0,5,High Stress,0.4030345049421407,Or4k15,4
953,Olfr728,-7.011700038564759,-1.3946024619783317,uOR,2.0,4,Low Stress,-2.1489734531660565,Or4k1,4
954,Olfr729,4.8579951658856295,-7.294111514038639,oOR,2.0,5,Low Stress,-1.2583184469272748,Or4k5,4
955,Olfr73,-2.153629647858229,8.230501254818936,oOR,5.0,1,High Stress,0.2927258087696384,Or5d18,5
956,Olfr730,-0.4290722434504969,-0.0335770429241635,,2.0,3,High Stress,0.2061209773157955,Or4k2,4
957,Olfr731,-0.207985033211833,-0.0575110574871455,,2.0,4,Low Stress,-1.0187869129050149,Or4k6,4
958,Olfr732,-4.861769217986734,-1.7027880246673326,oOR,2.0,3.5,Low Stress,-2.552646848462469,Or4n4,4
959,Olfr733,-2.639279302718452,-2.6001176458498656,oOR,2.0,3.5,Low Stress,-0.9376314944353724,Or4n4b,4
960,Olfr734,-5.012585503131281,-6.072851773912667,oOR,2.0,2,High Stress,0.8571381084767824,Or4m1,4
961,Olfr735,-2.9040304138613955,-6.447271990880029,oOR,2.0,3,Low Stress,-0.218277505588283,Or4q3,4
962,Olfr736,-4.408101930853853,-3.2698588053029667,uOR,3.0,2,High Stress,0.1124138964262232,Or11j4,11
963,Olfr738,-5.805665322259819,-5.131895210542027,,3.0,1,High Stress,0.2853187936215515,Or11g1,11
964,Olfr739,-4.893769451856818,5.288368351331859,,3.0,1.5,High Stress,0.1546608750132281,Or11g24,11
965,Olfr74,-1.3986842322679245,2.485406545497588,,5.0,,High Stress,4.634464833944009,Or5d47,5
966,Olfr740,-6.222394827570227,3.038157493390494,oOR,3.0,4,Low Stress,-1.5420848450816695,Or11g7,11
967,Olfr741,-5.615218131149573,4.7354817459993725,uOR,3.0,4.5,Low Stress,-0.5779738113033145,Or11g25,11
968,Olfr742,-7.98855228965941,2.696785889028838,uOR,3.0,4.5,Low Stress,-1.3414081455113371,Or11g26,11
969,Olfr743,-4.345222121627292,1.280845708255156,oOR,3.0,5,Low Stress,-1.80507283794612,Or11g27,11
970,Olfr744,-7.830651415704733,-0.3714117516463244,uOR,3.0,1,Low Stress,-0.26416538695083,Or11g2,11
971,Olfr745,-7.075845844680735,0.0478704451691928,uOR,3.0,1,Low Stress,-0.0499731328836229,Or11h6,11
972,Olfr746,-3.2491350672485457,1.4083926498632855,uOR,3.0,1,Low Stress,-0.810959930404269,Or11h7,11
